Request_ID,Department,Request_Type,Priority,Channel,First_Response_Time,Number_of_Interactions,Escalated,Resolution_Time,Satisfaction_Score,Status
ADM02061,Registrar,Student ID Issue,Low,Walk-in,17.88,3,0,25.39,4,Resolved
ADM02062,Admissions,Transcript Request,Critical,Portal,1.19,5,0,20.83,5,Resolved
ADM02063,Library,Portal Access,Medium,Portal,7.4,6,0,19.46,3,Resolved
ADM02064,Admissions,Fee Statement,Low,Walk-in,11.2,6,0,38.18,4,Resolved
ADM02065,Registrar,Student ID Issue,High,Portal,1.37,3,0,9.47,3,Resolved
ADM02066,Library,Application Issue,Medium,Email,8.64,4,0,39.22,3,Resolved
ADM02067,Registrar,Course Registration,High,Portal,2.19,3,0,19.77,3,Resolved
ADM02068,Finance,Library Issue,Low,Email,17.1,5,1,39.72,2,Resolved
ADM02069,Registrar,Payment Issue,High,Helpdesk,2.22,4,0,36.76,4,Resolved
ADM02070,Finance,Accommodation Request,Medium,Portal,9.42,7,0,44.89,2,Resolved
ADM02071,Library,Payment Issue,High,Portal,4.96,4,1,50.25,1,Escalated
ADM02072,Admissions,Transcript Request,Low,Helpdesk,16.98,2,1,42.44,4,Escalated
ADM02073,Registrar,Fee Statement,Medium,Helpdesk,6.82,5,0,35.29,3,Resolved
ADM02074,Student Affairs,Application Issue,Medium,Portal,8.73,2,0,37.21,2,Resolved
ADM02075,Student Affairs,Graduation Clearance,High,Helpdesk,2.82,5,0,38.16,3,Resolved
ADM02076,Student Affairs,Student ID Issue,Low,Email,21.39,4,1,44.63,2,Resolved
ADM02077,Finance,Portal Access,High,Helpdesk,2.36,1,0,11.57,4,Resolved
ADM02078,Admissions,Password Reset,Low,Portal,4.64,3,0,8.99,5,Resolved
ADM02079,Academic Affairs,Payment Issue,Low,Portal,22.53,3,1,72.38,1,Resolved
ADM02080,Library,Password Reset,Medium,Email,7.77,5,0,13.69,5,Resolved
ADM02081,Registrar,Student ID Issue,High,Helpdesk,2.8,5,0,17.62,4,Resolved
ADM02082,Registrar,Fee Statement,High,Email,4.75,4,0,26.55,4,Resolved
ADM02083,Admissions,Password Reset,Critical,Portal,1.8,3,0,4.71,5,Resolved
ADM02084,Student Affairs,Payment Issue,High,Phone,0.99,2,0,32.06,3,Resolved
ADM02085,Admissions,Library Issue,Low,Phone,16.49,3,0,27.78,2,Resolved
ADM02086,Admissions,Accommodation Request,High,Phone,2.92,3,1,39.6,2,Resolved
ADM02087,Registrar,Password Reset,Medium,Phone,8.21,6,1,32.11,2,Escalated
ADM02088,IT,Library Issue,High,Walk-in,1.85,3,0,14.43,3,Resolved
ADM02089,Student Affairs,Library Issue,Low,Email,4.16,7,1,34.71,2,Resolved
ADM02090,Finance,Transcript Request,High,Portal,1.33,6,0,27.37,4,Resolved
ADM02091,Library,Accommodation Request,Low,Portal,8.22,3,0,36.3,4,Resolved
ADM02092,Academic Affairs,Portal Access,Medium,Helpdesk,4.33,1,0,6.16,4,Resolved
ADM02093,Registrar,Exam or Assessment Issue,Low,Portal,11.41,7,0,46.41,2,Resolved
ADM02094,Admissions,Payment Issue,Low,Email,18.13,2,0,48.6,1,Resolved
ADM02095,Finance,Application Issue,Medium,Phone,2.59,1,0,28.71,3,Resolved
ADM02096,Library,Student ID Issue,High,Portal,2.69,1,0,13.25,5,Resolved
ADM02097,IT,Application Issue,High,Email,2.74,5,0,30.18,3,Resolved
ADM02098,IT,Password Reset,Medium,Phone,6.93,5,0,9.3,3,Pending
ADM02099,Library,Accommodation Request,Low,Email,10.21,5,0,42.62,4,Pending
ADM02100,Finance,Password Reset,Medium,Phone,4.08,5,0,19.56,5,Resolved
ADM02101,Academic Affairs,Accommodation Request,High,Portal,2.68,6,0,35.06,2,Pending
ADM02102,Admissions,Payment Issue,Low,Portal,17.19,3,0,49.77,2,Resolved
ADM02103,Registrar,Student ID Issue,Medium,Helpdesk,2.36,1,0,9.86,5,Pending
ADM02104,IT,Student ID Issue,Low,Portal,9.87,5,0,24.83,4,Resolved
ADM02105,Library,Payment Issue,Medium,Portal,8.3,3,1,55.57,1,Resolved
ADM02106,Finance,Portal Access,Low,Helpdesk,13.68,2,0,20.04,4,Resolved
ADM02107,Student Affairs,Library Issue,Low,Email,23.04,4,0,34.55,2,Resolved
ADM02108,Student Affairs,Accommodation Request,Low,Email,21.35,3,0,55.39,3,Resolved
ADM02109,Finance,Course Registration,Medium,Email,4.75,5,0,19.13,3,Resolved
ADM02110,Academic Affairs,Course Registration,Medium,Portal,7.81,5,0,30.28,4,Resolved
ADM02111,Registrar,Library Issue,Medium,Portal,4.19,4,0,20.08,3,Resolved
ADM02112,Registrar,Exam or Assessment Issue,Low,Phone,7.51,4,0,38.15,2,Resolved
ADM02113,Registrar,Password Reset,Low,Email,21.62,7,0,32.04,2,Resolved
ADM02114,Student Affairs,Accommodation Request,Low,Email,11.0,2,1,44.94,4,Resolved
ADM02115,IT,Exam or Assessment Issue,High,Portal,1.42,5,0,31.37,3,Resolved
ADM02116,Registrar,Fee Statement,Medium,Email,9.72,3,0,29.69,2,Resolved
ADM02117,Admissions,Student ID Issue,High,Portal,0.64,4,1,19.71,3,Resolved
ADM02118,IT,Graduation Clearance,Medium,Portal,4.94,5,0,38.77,4,Resolved
ADM02119,Registrar,Application Issue,Medium,Helpdesk,2.31,3,0,26.7,4,Resolved
ADM02120,Student Affairs,Fee Statement,Low,Email,14.08,3,0,38.79,4,Resolved
ADM02121,Library,Application Issue,Medium,Portal,5.21,4,0,28.0,4,Resolved
ADM02122,Admissions,Student ID Issue,Medium,Portal,7.77,2,0,22.26,3,Resolved
ADM02123,Academic Affairs,Course Registration,High,Walk-in,4.79,4,0,14.19,3,Resolved
ADM02124,Admissions,Exam or Assessment Issue,High,Helpdesk,2.84,4,0,33.08,2,Resolved
ADM02125,Academic Affairs,Payment Issue,Medium,Helpdesk,4.28,8,0,49.59,1,Resolved
ADM02126,IT,Portal Access,Medium,Portal,8.98,4,0,22.74,5,Resolved
ADM02127,IT,Transcript Request,Low,Portal,16.09,4,0,36.44,2,Resolved
ADM02128,Registrar,Password Reset,Medium,Portal,6.43,7,0,17.69,5,Pending
ADM02129,Student Affairs,Library Issue,High,Portal,1.35,5,0,22.44,5,Pending
ADM02130,Admissions,Course Registration,Low,Phone,4.81,5,0,18.66,5,Resolved
ADM02131,Registrar,Payment Issue,Critical,Email,1.03,5,0,36.78,3,Resolved
ADM02132,Registrar,Exam or Assessment Issue,Medium,Phone,6.22,3,0,29.72,2,Pending
ADM02133,IT,Payment Issue,Medium,Helpdesk,3.02,5,0,43.34,4,Resolved
ADM02134,Admissions,Application Issue,Low,Email,5.19,4,1,41.22,4,Resolved
ADM02135,IT,Graduation Clearance,High,Phone,1.47,1,1,36.38,4,Escalated
ADM02136,Student Affairs,Graduation Clearance,Medium,Email,2.5,3,0,32.5,3,Resolved
ADM02137,Registrar,Payment Issue,Medium,Email,2.45,5,0,38.69,4,Resolved
ADM02138,Library,Accommodation Request,Medium,Email,5.55,3,0,35.71,2,Resolved
ADM02139,Registrar,Password Reset,Low,Email,20.2,4,0,23.83,5,Pending
ADM02140,Student Affairs,Transcript Request,Medium,Email,7.31,6,0,36.59,4,Resolved
ADM02141,Student Affairs,Course Registration,Medium,Portal,7.44,3,0,24.77,4,Resolved
ADM02142,Admissions,Accommodation Request,High,Walk-in,1.68,1,0,28.99,3,Resolved
ADM02143,IT,Course Registration,High,Email,0.55,8,0,25.51,3,Resolved
ADM02144,Finance,Portal Access,Medium,Helpdesk,5.61,3,0,16.43,5,Pending
ADM02145,Admissions,Transcript Request,High,Walk-in,2.2,5,0,18.67,5,Resolved
ADM02146,Student Affairs,Payment Issue,Medium,Phone,9.58,3,1,58.58,2,Resolved
ADM02147,Admissions,Portal Access,High,Portal,0.82,2,1,21.71,5,Escalated
ADM02148,Finance,Application Issue,Low,Email,19.53,4,1,57.05,2,Resolved
ADM02149,Admissions,Exam or Assessment Issue,Low,Phone,11.71,2,0,42.53,3,Resolved
ADM02150,Student Affairs,Portal Access,Medium,Helpdesk,8.64,2,1,22.75,5,Resolved
ADM02151,Finance,Fee Statement,High,Portal,2.73,6,0,27.05,4,Resolved
ADM02152,Registrar,Application Issue,Low,Phone,20.41,8,0,52.03,3,Resolved
ADM02153,IT,Transcript Request,Low,Email,13.34,3,0,30.7,3,Resolved
ADM02154,Student Affairs,Password Reset,Medium,Phone,5.21,1,1,19.01,3,Resolved
ADM02155,Registrar,Fee Statement,Low,Email,23.27,2,0,47.67,4,Resolved
ADM02156,Finance,Course Registration,High,Portal,2.16,3,0,19.63,4,Resolved
ADM02157,Registrar,Library Issue,Medium,Portal,8.44,3,0,21.88,5,Resolved
ADM02158,Finance,Library Issue,High,Portal,0.8,5,0,12.95,4,Resolved
ADM02159,Admissions,Fee Statement,Low,Email,5.25,4,0,29.03,3,Resolved
ADM02160,Library,Password Reset,Medium,Helpdesk,5.5,3,0,11.58,4,Resolved
ADM02161,IT,Accommodation Request,High,Portal,3.14,3,0,30.76,4,Resolved
ADM02162,IT,Library Issue,High,Portal,3.24,3,0,19.11,3,Pending
ADM02163,Finance,Fee Statement,Medium,Phone,2.29,4,0,27.46,4,Resolved
ADM02164,Student Affairs,Transcript Request,Medium,Helpdesk,7.57,3,0,24.06,2,Resolved
ADM02165,Admissions,Student ID Issue,High,Email,1.08,3,1,21.59,3,Resolved
ADM02166,Academic Affairs,Password Reset,Low,Helpdesk,23.11,3,0,32.42,2,Resolved
ADM02167,IT,Password Reset,High,Email,2.0,2,0,7.97,5,Resolved
ADM02168,Registrar,Accommodation Request,Medium,Email,4.09,3,0,33.53,3,Resolved
ADM02169,IT,Application Issue,High,Phone,1.81,1,0,20.79,4,Resolved
ADM02170,Finance,Payment Issue,Medium,Helpdesk,9.5,3,0,46.81,3,Resolved
ADM02171,IT,Library Issue,Low,Email,13.66,2,0,21.18,4,Pending
ADM02172,Registrar,Payment Issue,Medium,Portal,5.48,6,1,54.16,2,Escalated
ADM02173,Registrar,Payment Issue,Critical,Portal,1.22,5,0,39.41,4,Resolved
ADM02174,Student Affairs,Graduation Clearance,High,Email,4.69,4,0,40.53,2,Resolved
ADM02175,Finance,Graduation Clearance,Medium,Helpdesk,4.47,6,0,41.55,2,Pending
ADM02176,Student Affairs,Transcript Request,Medium,Phone,3.45,1,0,19.61,3,Pending
ADM02177,Finance,Course Registration,Medium,Walk-in,6.76,4,0,20.53,4,Resolved
ADM02178,IT,Payment Issue,Low,Portal,13.83,3,1,57.46,2,Resolved
ADM02179,IT,Password Reset,Low,Portal,5.24,5,0,17.5,4,Pending
ADM02180,Admissions,Graduation Clearance,Medium,Portal,6.18,3,0,40.51,2,Resolved
ADM02181,Finance,Accommodation Request,Medium,Portal,6.5,4,0,36.14,3,Resolved
ADM02182,Registrar,Accommodation Request,Low,Phone,17.88,4,0,50.41,1,Resolved
ADM02183,Registrar,Graduation Clearance,High,Email,4.98,4,0,40.49,4,Resolved
ADM02184,Finance,Student ID Issue,Medium,Portal,5.37,5,0,25.43,3,Pending
ADM02185,IT,Course Registration,Medium,Helpdesk,6.08,4,0,22.77,3,Resolved
ADM02186,Academic Affairs,Application Issue,Low,Walk-in,5.5,4,0,30.95,3,Pending
ADM02187,Student Affairs,Password Reset,Medium,Email,8.65,5,0,16.74,4,Pending
ADM02188,Library,Password Reset,High,Helpdesk,0.94,6,0,12.13,5,Pending
ADM02189,Library,Student ID Issue,High,Portal,4.7,2,0,11.65,4,Resolved
ADM02190,IT,Portal Access,Medium,Phone,4.79,6,0,17.96,3,Resolved
ADM02191,Finance,Exam or Assessment Issue,Medium,Email,4.7,2,0,31.88,3,Resolved
ADM02192,Student Affairs,Student ID Issue,High,Portal,1.98,6,0,21.83,3,Resolved
ADM02193,IT,Payment Issue,Medium,Walk-in,9.6,5,0,48.64,3,Resolved
ADM02194,IT,Fee Statement,Medium,Portal,9.84,1,1,44.43,2,Escalated
ADM02195,Registrar,Graduation Clearance,High,Email,4.88,4,0,36.69,4,Resolved
ADM02196,Admissions,Accommodation Request,Low,Portal,18.1,3,0,50.62,3,Pending
ADM02197,Admissions,Graduation Clearance,Medium,Email,2.89,4,0,36.68,2,Resolved
ADM02198,Student Affairs,Student ID Issue,Low,Phone,11.73,5,0,19.04,5,Pending
ADM02199,Admissions,Payment Issue,Medium,Email,4.31,4,0,33.93,3,Resolved
ADM02200,Finance,Library Issue,Medium,Email,7.67,6,0,24.85,2,Resolved
ADM02201,Academic Affairs,Course Registration,Low,Helpdesk,13.85,4,1,37.39,4,Resolved
ADM02202,Registrar,Password Reset,High,Portal,3.27,3,0,9.7,3,Resolved
ADM02203,Admissions,Graduation Clearance,Medium,Portal,2.07,5,0,38.12,2,Resolved
ADM02204,Registrar,Portal Access,Medium,Portal,8.26,5,1,29.94,2,Resolved
ADM02205,Library,Graduation Clearance,Medium,Email,9.62,6,1,54.89,1,Escalated
ADM02206,Academic Affairs,Course Registration,High,Email,3.51,5,0,30.24,3,Pending
ADM02207,Finance,Payment Issue,Medium,Phone,8.82,9,0,53.14,3,Resolved
ADM02208,Student Affairs,Graduation Clearance,High,Phone,2.65,3,0,37.24,3,Resolved
ADM02209,Finance,Application Issue,High,Helpdesk,0.59,3,0,27.75,2,Resolved
ADM02210,Academic Affairs,Exam or Assessment Issue,High,Walk-in,4.96,5,0,29.99,4,Resolved
ADM02211,Library,Library Issue,Medium,Helpdesk,2.47,1,0,14.45,3,Resolved
ADM02212,Library,Payment Issue,High,Helpdesk,1.37,8,0,45.62,4,Resolved
ADM02213,Registrar,Fee Statement,Medium,Phone,2.42,6,1,37.87,3,Escalated
ADM02214,Academic Affairs,Transcript Request,Low,Helpdesk,16.5,6,0,41.93,3,Resolved
ADM02215,IT,Payment Issue,Low,Phone,15.66,4,0,53.04,1,Resolved
ADM02216,Finance,Exam or Assessment Issue,High,Email,1.44,4,0,31.73,3,Pending
ADM02217,Student Affairs,Student ID Issue,Medium,Email,9.65,3,0,24.14,2,Resolved
ADM02218,Finance,Payment Issue,High,Email,4.61,4,1,52.38,3,Resolved
ADM02219,Student Affairs,Student ID Issue,Medium,Helpdesk,4.24,5,0,15.77,4,Resolved
ADM02220,Registrar,Application Issue,Medium,Phone,7.27,6,0,34.86,4,Resolved
ADM02221,IT,Password Reset,High,Walk-in,4.35,2,0,9.01,5,Resolved
ADM02222,Admissions,Accommodation Request,Low,Portal,11.2,4,0,39.01,2,Resolved
ADM02223,Registrar,Transcript Request,High,Portal,1.64,3,0,18.25,4,Resolved
ADM02224,Finance,Application Issue,High,Email,1.65,5,0,29.2,3,Resolved
ADM02225,Registrar,Exam or Assessment Issue,Medium,Helpdesk,8.56,3,0,30.59,2,Resolved
ADM02226,Admissions,Student ID Issue,Medium,Helpdesk,5.7,4,0,15.81,5,Resolved
ADM02227,Finance,Accommodation Request,Low,Walk-in,18.31,3,0,47.36,3,Pending
ADM02228,IT,Graduation Clearance,Medium,Email,7.2,1,0,39.62,2,Pending
ADM02229,Finance,Fee Statement,Low,Email,10.12,6,0,36.94,4,Resolved
ADM02230,Finance,Course Registration,Medium,Portal,3.66,3,0,16.24,4,Resolved
ADM02231,Library,Transcript Request,High,Email,1.07,3,0,20.38,3,Resolved
ADM02232,Registrar,Portal Access,Medium,Walk-in,2.19,3,0,9.0,4,Resolved
ADM02233,Student Affairs,Application Issue,High,Email,0.87,4,0,27.01,2,Resolved
ADM02234,Student Affairs,Course Registration,Medium,Portal,4.05,3,0,23.35,5,Resolved
ADM02235,IT,Course Registration,Low,Portal,18.27,4,0,35.98,4,Resolved
ADM02236,IT,Exam or Assessment Issue,Medium,Portal,3.24,4,0,31.8,2,Resolved
ADM02237,Student Affairs,Payment Issue,High,Email,2.86,4,0,41.11,4,Resolved
ADM02238,Registrar,Graduation Clearance,Low,Helpdesk,8.9,5,1,57.25,2,Escalated
ADM02239,Registrar,Payment Issue,High,Portal,2.8,4,0,36.99,3,Pending
ADM02240,Finance,Portal Access,Medium,Phone,8.0,5,0,20.93,3,Resolved
ADM02241,Library,Portal Access,Low,Email,9.32,4,0,19.01,4,Resolved
ADM02242,Registrar,Student ID Issue,Medium,Walk-in,4.78,3,0,13.94,4,Resolved
ADM02243,IT,Portal Access,Medium,Email,7.78,6,1,24.4,3,Escalated
ADM02244,Academic Affairs,Course Registration,Medium,Phone,6.37,3,0,27.02,2,Resolved
ADM02245,Student Affairs,Student ID Issue,High,Portal,0.93,6,0,24.33,2,Resolved
ADM02246,Admissions,Accommodation Request,High,Email,3.91,2,0,28.89,4,Resolved
ADM02247,Registrar,Exam or Assessment Issue,High,Email,1.75,4,1,41.27,4,Escalated
ADM02248,Student Affairs,Password Reset,High,Helpdesk,2.23,5,1,20.45,3,Escalated
ADM02249,IT,Password Reset,High,Email,1.6,7,0,16.45,5,Resolved
ADM02250,Registrar,Exam or Assessment Issue,High,Phone,2.95,6,0,34.11,3,Resolved
ADM02251,Registrar,Password Reset,Low,Phone,18.16,7,0,35.03,2,Resolved
ADM02252,Student Affairs,Transcript Request,Medium,Portal,8.43,4,0,30.31,4,Resolved
ADM02253,IT,Transcript Request,Low,Email,22.44,3,0,35.79,4,Resolved
ADM02254,Student Affairs,Portal Access,Medium,Email,4.87,3,0,6.37,5,Resolved
ADM02255,Student Affairs,Password Reset,High,Portal,4.7,6,0,14.91,3,Resolved
ADM02256,IT,Fee Statement,Low,Portal,16.34,4,0,33.41,2,Resolved
ADM02257,Admissions,Payment Issue,Medium,Helpdesk,5.12,1,1,47.05,4,Escalated
ADM02258,Admissions,Graduation Clearance,Medium,Phone,9.1,4,0,43.53,2,Resolved
ADM02259,Finance,Fee Statement,Low,Walk-in,15.59,3,0,35.06,2,Resolved
ADM02260,Admissions,Password Reset,Medium,Email,5.63,4,0,15.4,5,Resolved
ADM02261,Library,Password Reset,Medium,Phone,2.09,2,0,7.9,4,Pending
ADM02262,IT,Payment Issue,Low,Email,18.35,2,0,51.92,1,Resolved
ADM02263,Student Affairs,Password Reset,Medium,Email,2.62,4,0,13.76,3,Resolved
ADM02264,Admissions,Application Issue,Medium,Phone,4.32,3,0,29.86,4,Resolved
ADM02265,IT,Course Registration,Medium,Walk-in,9.69,2,0,21.67,5,Resolved
ADM02266,IT,Student ID Issue,Low,Portal,7.1,1,0,13.65,5,Resolved
ADM02267,IT,Payment Issue,Medium,Walk-in,4.49,3,0,36.87,2,Resolved
ADM02268,IT,Password Reset,Low,Portal,22.65,12,1,45.53,4,Resolved
ADM02269,Finance,Transcript Request,High,Helpdesk,2.02,4,0,25.98,4,Resolved
ADM02270,Admissions,Transcript Request,Medium,Email,4.63,4,0,29.29,2,Resolved
ADM02271,Registrar,Course Registration,High,Email,3.42,4,0,22.86,5,Resolved
ADM02272,Finance,Transcript Request,High,Walk-in,1.09,5,0,21.41,5,Resolved
ADM02273,Admissions,Student ID Issue,High,Phone,4.88,5,1,26.15,3,Resolved
ADM02274,IT,Library Issue,Medium,Portal,4.2,4,0,19.44,5,Resolved
ADM02275,Academic Affairs,Exam or Assessment Issue,Medium,Phone,8.29,6,1,47.73,2,Resolved
ADM02276,IT,Library Issue,Medium,Helpdesk,4.3,4,1,31.46,4,Resolved
ADM02277,Library,Library Issue,Low,Phone,9.51,4,0,29.36,4,Resolved
ADM02278,Admissions,Course Registration,High,Phone,0.76,5,0,19.36,4,Resolved
ADM02279,IT,Course Registration,Medium,Walk-in,2.95,6,0,28.8,2,Resolved
ADM02280,Registrar,Graduation Clearance,Critical,Helpdesk,1.14,5,0,39.75,2,Resolved
ADM02281,Finance,Student ID Issue,High,Email,3.1,7,0,18.56,3,Resolved
ADM02282,Finance,Payment Issue,Low,Phone,20.32,1,0,49.94,3,Resolved
ADM02283,Admissions,Portal Access,High,Portal,0.77,6,0,15.23,3,Resolved
ADM02284,Registrar,Library Issue,Medium,Email,4.85,5,0,20.08,4,Resolved
ADM02285,Registrar,Transcript Request,Medium,Portal,3.6,5,0,26.71,3,Resolved
ADM02286,Finance,Fee Statement,Medium,Email,4.86,4,0,33.78,4,Resolved
ADM02287,Academic Affairs,Portal Access,High,Email,2.09,3,0,8.53,5,Resolved
ADM02288,Finance,Student ID Issue,Medium,Helpdesk,4.83,3,0,12.92,5,Resolved
ADM02289,Admissions,Payment Issue,High,Email,1.89,3,0,37.12,4,Resolved
ADM02290,Registrar,Graduation Clearance,Medium,Portal,8.11,7,0,45.9,2,Resolved
ADM02291,IT,Transcript Request,Medium,Portal,7.52,3,0,27.46,4,Resolved
ADM02292,Finance,Password Reset,Medium,Portal,4.73,1,0,8.33,3,Resolved
ADM02293,Registrar,Payment Issue,Medium,Email,3.17,5,0,37.77,3,Pending
ADM02294,Admissions,Library Issue,Medium,Portal,6.15,3,0,16.62,5,Resolved
ADM02295,Registrar,Library Issue,Medium,Helpdesk,9.35,8,0,28.75,2,Resolved
ADM02296,Registrar,Password Reset,High,Portal,1.06,5,0,9.38,3,Resolved
ADM02297,Registrar,Student ID Issue,Medium,Portal,8.02,4,0,19.48,3,Resolved
ADM02298,Registrar,Accommodation Request,Critical,Portal,1.28,7,0,36.26,2,Resolved
ADM02299,Registrar,Payment Issue,Low,Email,15.77,9,1,68.9,2,Resolved
ADM02300,Finance,Password Reset,Medium,Portal,9.48,5,0,15.96,3,Resolved
ADM02301,Library,Student ID Issue,Low,Email,23.12,4,0,34.65,4,Resolved
ADM02302,IT,Student ID Issue,Low,Portal,8.88,2,0,21.72,3,Resolved
ADM02303,Admissions,Graduation Clearance,High,Walk-in,4.14,2,0,41.97,3,Resolved
ADM02304,Finance,Course Registration,High,Portal,3.29,4,0,25.47,4,Resolved
ADM02305,Academic Affairs,Payment Issue,High,Phone,2.34,5,0,35.13,3,Resolved
ADM02306,Finance,Transcript Request,High,Email,3.5,3,0,19.64,4,Resolved
ADM02307,Registrar,Accommodation Request,High,Helpdesk,4.8,3,0,29.0,2,Resolved
ADM02308,IT,Application Issue,Medium,Portal,6.14,2,1,42.95,4,Resolved
ADM02309,Registrar,Fee Statement,High,Helpdesk,4.73,3,0,30.84,2,Resolved
ADM02310,Finance,Payment Issue,Medium,Email,7.14,1,0,39.59,4,Resolved
ADM02311,Admissions,Portal Access,Medium,Helpdesk,5.86,2,0,19.45,5,Resolved
ADM02312,Student Affairs,Student ID Issue,High,Phone,3.4,4,1,24.36,3,Escalated
ADM02313,Admissions,Course Registration,Low,Email,16.05,4,0,34.53,3,Resolved
ADM02314,IT,Password Reset,High,Helpdesk,2.4,5,0,12.71,4,Resolved
ADM02315,Academic Affairs,Library Issue,Low,Email,15.25,2,0,22.23,5,Resolved
ADM02316,Registrar,Password Reset,High,Phone,3.66,4,0,8.17,5,Resolved
ADM02317,Finance,Password Reset,Medium,Helpdesk,8.71,4,0,16.15,5,Resolved
ADM02318,Finance,Accommodation Request,Medium,Email,4.43,4,0,29.15,2,Resolved
ADM02319,Admissions,Payment Issue,Low,Portal,4.29,3,0,36.67,4,Pending
ADM02320,Admissions,Password Reset,High,Portal,2.98,6,0,17.72,4,Resolved
ADM02321,Student Affairs,Accommodation Request,Low,Phone,13.79,6,0,45.95,3,Resolved
ADM02322,IT,Application Issue,Medium,Helpdesk,2.43,4,0,32.39,3,Resolved
ADM02323,IT,Transcript Request,Medium,Walk-in,7.06,6,0,33.37,4,Resolved
ADM02324,Finance,Application Issue,Medium,Portal,9.53,4,0,37.05,3,Resolved
ADM02325,Student Affairs,Payment Issue,Critical,Walk-in,0.92,7,0,46.6,2,Resolved
ADM02326,Academic Affairs,Library Issue,Low,Helpdesk,21.89,4,0,35.23,3,Resolved
ADM02327,Student Affairs,Application Issue,Medium,Email,8.5,9,0,41.44,4,Resolved
ADM02328,Registrar,Accommodation Request,Medium,Email,3.29,5,0,33.6,3,Resolved
ADM02329,IT,Accommodation Request,Medium,Portal,8.3,4,0,37.47,2,Resolved
ADM02330,Registrar,Fee Statement,Low,Helpdesk,14.33,1,0,27.81,4,Resolved
ADM02331,Finance,Student ID Issue,High,Email,4.63,3,1,23.82,4,Resolved
ADM02332,Registrar,Portal Access,High,Helpdesk,1.35,4,0,17.8,3,Resolved
ADM02333,IT,Portal Access,Low,Helpdesk,6.5,4,0,15.05,5,Resolved
ADM02334,IT,Payment Issue,Low,Email,8.83,5,0,48.38,3,Resolved
ADM02335,Registrar,Exam or Assessment Issue,Critical,Portal,0.31,5,1,38.8,3,Resolved
ADM02336,Finance,Student ID Issue,Low,Portal,10.4,5,0,21.04,4,Resolved
ADM02337,Admissions,Fee Statement,Medium,Portal,4.26,5,0,31.35,3,Resolved
ADM02338,Finance,Course Registration,Medium,Portal,5.33,4,1,28.96,3,Escalated
ADM02339,Registrar,Graduation Clearance,Medium,Phone,5.7,3,0,43.03,3,Pending
ADM02340,Admissions,Password Reset,High,Portal,1.15,3,1,19.08,3,Resolved
ADM02341,Library,Application Issue,High,Helpdesk,3.29,4,0,27.91,3,Resolved
ADM02342,Registrar,Student ID Issue,Medium,Portal,3.79,2,1,23.89,5,Escalated
ADM02343,Registrar,Password Reset,High,Portal,1.05,3,0,5.71,4,Resolved
ADM02344,Finance,Course Registration,Medium,Walk-in,7.67,2,0,21.99,5,Resolved
ADM02345,Academic Affairs,Library Issue,Medium,Portal,2.18,5,0,20.75,5,Resolved
ADM02346,IT,Fee Statement,Low,Portal,11.37,3,0,35.7,3,Resolved
ADM02347,IT,Password Reset,High,Phone,1.15,2,0,10.24,4,Resolved
ADM02348,Finance,Graduation Clearance,Medium,Helpdesk,9.06,3,0,43.81,2,Resolved
ADM02349,IT,Fee Statement,Medium,Portal,8.6,4,0,33.76,2,Resolved
ADM02350,Registrar,Fee Statement,High,Portal,0.77,6,0,23.68,3,Pending
ADM02351,IT,Student ID Issue,High,Helpdesk,2.98,3,0,11.28,3,Resolved
ADM02352,Academic Affairs,Accommodation Request,Critical,Email,0.73,7,1,44.28,2,Escalated
ADM02353,IT,Transcript Request,Medium,Portal,3.54,3,0,14.96,5,Resolved
ADM02354,Student Affairs,Payment Issue,High,Phone,1.9,5,0,38.43,3,Resolved
ADM02355,IT,Portal Access,Medium,Email,8.53,5,0,20.25,5,Resolved
ADM02356,Registrar,Fee Statement,Critical,Portal,0.3,2,0,23.01,3,Resolved
ADM02357,Student Affairs,Graduation Clearance,High,Email,3.42,4,1,42.66,3,Resolved
ADM02358,Registrar,Student ID Issue,Critical,Helpdesk,1.84,2,0,8.32,3,Resolved
ADM02359,Admissions,Student ID Issue,Critical,Walk-in,1.01,2,0,9.23,3,Resolved
ADM02360,Registrar,Password Reset,Low,Email,22.03,3,1,44.28,3,Escalated
ADM02361,Registrar,Password Reset,High,Email,4.58,4,1,26.47,3,Resolved
ADM02362,Admissions,Application Issue,Medium,Walk-in,6.88,1,0,26.68,4,Resolved
ADM02363,Finance,Fee Statement,High,Portal,2.55,4,1,38.88,4,Escalated
ADM02364,Admissions,Transcript Request,Critical,Portal,1.53,4,1,29.3,3,Resolved
ADM02365,IT,Payment Issue,Low,Email,22.32,2,0,50.98,1,Resolved
ADM02366,Registrar,Payment Issue,Medium,Email,7.44,6,0,44.4,3,Resolved
ADM02367,Registrar,Exam or Assessment Issue,High,Email,1.44,6,1,42.33,4,Escalated
ADM02368,IT,Library Issue,Medium,Email,8.56,3,0,21.25,4,Pending
ADM02369,Finance,Library Issue,Medium,Portal,9.61,2,0,25.22,2,Resolved
ADM02370,IT,Application Issue,Low,Phone,12.21,2,0,30.91,2,Resolved
ADM02371,IT,Portal Access,Low,Portal,17.95,2,0,28.67,4,Resolved
ADM02372,Student Affairs,Library Issue,High,Phone,2.83,3,1,30.59,3,Escalated
ADM02373,IT,Course Registration,Medium,Portal,2.9,4,0,25.47,4,Resolved
ADM02374,Admissions,Application Issue,Low,Portal,11.0,5,0,43.53,3,Resolved
